ime,lema,postag
Nojković,Nojković,Np-sn
Noka,Noka,Np-sn
Nokaj,Nokaj,Np-sn
Noković,Noković,Np-sn
Nokta,Nokta,Np-sn
Nol,Nol,Np-sn
Nola,Nola,Np-sn
Noll,Noll,Np-sn
Nonculović,Nonculović,Np-sn
Nongradi,Nongradi,Np-sn
Nonković,Nonković,Np-sn
Nonveiller,Nonveiller,Np-sn
Noper,Noper,Np-sn
Nora,Nora,Np-sn
Norac,Norac,Np-sn
Norković,Norković,Np-sn
Noro,Noro,Np-sn
Noršić,Noršić,Np-sn
Nosal,Nosal,Np-sn
Nose,Nose,Np-sn
Nosek,Nosek,Np-sn
Nosetić,Nosetić,Np-sn
Nosić,Nosić,Np-sn
Nosil,Nosil,Np-sn
Noskov,Noskov,Np-sn
Nosković,Nosković,Np-sn
Noso,Noso,Np-sn
Nospak,Nospak,Np-sn
Nosse,Nosse,Np-sn
Nosso,Nosso,Np-sn
Noszpak,Noszpak,Np-sn
Nošaj,Nošaj,Np-sn
Not,Not,Np-sn
Nota,Nota,Np-sn
Notersberg,Notersberg,Np-sn
Notesberg,Notesberg,Np-sn
Noth,Noth,Np-sn
Nothhaft,Nothhaft,Np-sn
Nothig,Nothig,Np-sn
Notizberg,Notizberg,Np-sn
Notter,Notter,Np-sn
Noušak,Noušak,Np-sn
Novacco,Novacco,Np-sn
Novačac,Novačac,Np-sn
Novačić,Novačić,Np-sn
Novački,Novački,Np-sn
Novačko,Novačko,Np-sn
Novak,Novak,Np-sn
Novakov,Novakov,Np-sn
Novaković,Novaković,Np-sn
Novalić,Novalić,Np-sn
Novalija,Novalija,Np-sn
Novar,Novar,Np-sn
Novarlić,Novarlić,Np-sn
Novaselić,Novaselić,Np-sn
Novel,Novel,Np-sn
Novello,Novello,Np-sn
Noveljić,Noveljić,Np-sn
Novevska,Novevska,Np-sn
Novevski,Novevski,Np-sn
Novicki,Novicki,Np-sn
Novicky,Novicky,Np-sn
Novičić,Novičić,Np-sn
Nović,Nović,Np-sn
Novićević,Novićević,Np-sn
Novina,Novina,Np-sn
Novinc,Novinc,Np-sn
Novinič,Novinič,Np-sn
Novinić,Novinić,Np-sn
Novinščak,Novinščak,Np-sn
Novinšćak,Novinšćak,Np-sn
Novitović,Novitović,Np-sn
Novkinić,Novkinić,Np-sn
Novko,Novko,Np-sn
Novkoski,Novkoski,Np-sn
Novkov,Novkov,Np-sn
Novković,Novković,Np-sn
Novkovski,Novkovski,Np-sn
Novljaković,Novljaković,Np-sn
Novljan,Novljan,Np-sn
Novogradac,Novogradac,Np-sn
Novogradec,Novogradec,Np-sn
Novogradić,Novogradić,Np-sn
Novokmet,Novokmet,Np-sn
Novokomet,Novokomet,Np-sn
Novosad,Novosad,Np-sn
Novosel,Novosel,Np-sn
Novoselac,Novoselac,Np-sn
Novoselc,Novoselc,Np-sn
Novoselec,Novoselec,Np-sn
Novoselić,Novoselić,Np-sn
Novoselnik,Novoselnik,Np-sn
Novoselović,Novoselović,Np-sn
Novota,Novota,Np-sn
Novotni,Novotni,Np-sn
Novotny,Novotny,Np-sn
Novović,Novović,Np-sn
Novšak,Novšak,Np-sn
Novta,Novta,Np-sn
Novtić,Novtić,Np-sn
Nožak,Nožak,Np-sn
Nožanić,Nožanić,Np-sn
Nožar,Nožar,Np-sn
Nožarić,Nožarić,Np-sn
Nožica,Nožica,Np-sn
Nožina,Nožina,Np-sn
Nožinić,Nožinić,Np-sn
Nožinović,Nožinović,Np-sn
Nreca,Nreca,Np-sn
Nrecaj,Nrecaj,Np-sn
Nrejaj,Nrejaj,Np-sn
Nua,Nua,Np-sn
Nuaj,Nuaj,Np-sn
Nuber,Nuber,Np-sn
Nucak,Nucak,Np-sn
Nučić,Nučić,Np-sn
Nudić,Nudić,Np-sn
Nue,Nue,Np-sn
Nuelati,Nuelati,Np-sn
Nuhagić,Nuhagić,Np-sn
Nuhanović,Nuhanović,Np-sn
Nuhbegović,Nuhbegović,Np-sn
Nuhi,Nuhi,Np-sn
Nuhić,Nuhić,Np-sn
Nuhija,Nuhija,Np-sn
Nuić,Nuić,Np-sn
Nuja,Nuja,Np-sn
Nujić,Nujić,Np-sn
Nujster,Nujster,Np-sn
Nuk,Nuk,Np-sn
Nuker,Nuker,Np-sn
Nukić,Nukić,Np-sn
Nuleši,Nuleši,Np-sn
Nuli,Nuli,Np-sn
Numan,Numan,Np-sn
Numanović,Numanović,Np-sn
Numić,Numić,Np-sn
Nunić,Nunić,Np-sn
Nuraj,Nuraj,Np-sn
Nurdinović,Nurdinović,Np-sn
Nuredini,Nuredini,Np-sn
Nurikić,Nurikić,Np-sn
Nuriši,Nuriši,Np-sn
Nurkić,Nurkić,Np-sn
Nusbaum,Nusbaum,Np-sn
Nusdorfer,Nusdorfer,Np-sn
Nushi,Nushi,Np-sn
Nushol,Nushol,Np-sn
Nuskern,Nuskern,Np-sn
Nuskol,Nuskol,Np-sn
Nuspahić,Nuspahić,Np-sn
Nusret,Nusret,Np-sn
Nuss,Nuss,Np-sn
Nušak,Nušak,Np-sn
Nuši,Nuši,Np-sn
Nušinović,Nušinović,Np-sn
Nutrizio,Nutrizio,Np-sn
Nužda,Nužda,Np-sn
Nuždić,Nuždić,Np-sn
Nweilati,Nweilati,Np-sn
Nyarko,Nyarko,Np-sn
Njakara,Njakara,Np-sn
Njara,Njara,Np-sn
Njari,Njari,Np-sn
Njary,Njary,Np-sn
Njavro,Njavro,Np-sn
Njegač,Njegač,Np-sn
Njegać,Njegać,Np-sn
Njegić,Njegić,Np-sn
Njegomir,Njegomir,Np-sn
Njegomirović,Njegomirović,Np-sn
Njegovac,Njegovac,Np-sn
Njegovan,Njegovan,Np-sn
Njegovanović,Njegovanović,Np-sn
Njegovec,Njegovec,Np-sn
Njeguš,Njeguš,Np-sn
Njemeček,Njemeček,Np-sn
Njemirovskij,Njemirovskij,Np-sn
Njerek,Njerek,Np-sn
Njergeš,Njergeš,Np-sn
Njerš,Njerš,Np-sn
Nježić,Nježić,Np-sn
Njikoš,Njikoš,Np-sn
Njirati,Njirati,Np-sn
Njire,Njire,Np-sn
Njirić,Njirić,Np-sn
Njirjak,Njirjak,Np-sn
Njitraj,Njitraj,Np-sn
Njivojda,Njivojda,Np-sn
Njokoš,Njokoš,Np-sn
Njoum,Njoum,Np-sn
Njuhović,Njuhović,Np-sn
Njul,Njul,Np-sn
Njunjić,Njunjić,Np-sn
O'Brien,O'Brien,Np-sn
Obad,Obad,Np-sn
Obadić,Obadić,Np-sn
Obadin,Obadin,Np-sn
Obađi,Obađi,Np-sn
Obajdin,Obajdin,Np-sn
Obajgor,Obajgor,Np-sn
Obak,Obak,Np-sn
Obarčanin,Obarčanin,Np-sn
Občević,Občević,Np-sn
Obćević,Obćević,Np-sn
Obeid,Obeid,Np-sn
Obelić,Obelić,Np-sn
Ober,Ober,Np-sn
Oberan,Oberan,Np-sn
Oberauer,Oberauer,Np-sn
Oberčkal,Oberčkal,Np-sn
Oberhofer,Oberhofer,Np-sn
Oberkirš,Oberkirš,Np-sn
Oberkiš,Oberkiš,Np-sn
Oberle,Oberle,Np-sn
Oberlender,Oberlender,Np-sn
Oberling,Oberling,Np-sn
Oberman,Oberman,Np-sn
Oberski,Oberski,Np-sn
Obersnel,Obersnel,Np-sn
Oberški,Oberški,Np-sn
Obertlik,Obertlik,Np-sn
Obestar,Obestar,Np-sn
Obić,Obić,Np-sn
Obidić,Obidić,Np-sn
Obilić,Obilić,Np-sn
Obilinović,Obilinović,Np-sn
Objedović,Objedović,Np-sn
Oblak,Oblak,Np-sn
Oblaković,Oblaković,Np-sn
Obleščuk,Obleščuk,Np-sn
Oblian,Oblian,Np-sn
Oblić,Oblić,Np-sn
Oblizalo,Oblizalo,Np-sn
Oblučar,Oblučar,Np-sn
Obornik,Obornik,Np-sn
Oborovečki,Oborovečki,Np-sn
Oborović,Oborović,Np-sn
Obraček,Obraček,Np-sn
Obračević,Obračević,Np-sn
Obrad,Obrad,Np-sn
Obradov,Obradov,Np-sn
Obradovac,Obradovac,Np-sn
Obradovič,Obradovič,Np-sn
Obradović,Obradović,Np-sn
Obralić,Obralić,Np-sn
Obramović,Obramović,Np-sn
Obran,Obran,Np-sn
Obranić,Obranić,Np-sn
Obranković,Obranković,Np-sn
Obranović,Obranović,Np-sn
Obratil,Obratil,Np-sn
Obratov,Obratov,Np-sn
Obraz,Obraz,Np-sn
Obrazović,Obrazović,Np-sn
Obrč,Obrč,Np-sn
Obrdalj,Obrdalj,Np-sn
Obrecht,Obrecht,Np-sn
Obrenović,Obrenović,Np-sn
Obreški,Obreški,Np-sn
Obreza,Obreza,Np-sn
Obrež,Obrež,Np-sn
Obrić,Obrić,Np-sn
Obrljan,Obrljan,Np-sn
Obrol,Obrol,Np-sn
Obrovac,Obrovac,Np-sn
Obrst,Obrst,Np-sn
Obrstar,Obrstar,Np-sn
Obrtlik,Obrtlik,Np-sn
Obrtljik,Obrtljik,Np-sn
Obrubić,Obrubić,Np-sn
Obrul,Obrul,Np-sn
Obrvan,Obrvan,Np-sn
Obsieger,Obsieger,Np-sn
Obst,Obst,Np-sn
Obšivač,Obšivač,Np-sn
Obtrkić,Obtrkić,Np-sn
Obučina,Obučina,Np-sn
Obućina,Obućina,Np-sn
Obuljen,Obuljen,Np-sn
Obžetić,Obžetić,Np-sn
Ocelić,Ocelić,Np-sn
Ocepek,Ocepek,Np-sn
Ochovich,Ochovich,Np-sn
Ocić,Ocić,Np-sn
Ocokoljić,Ocokoljić,Np-sn
Ocovich,Ocovich,Np-sn
Octenjak,Octenjak,Np-sn
Ocvirek,Ocvirek,Np-sn
Ocvirk,Ocvirk,Np-sn
Očak,Očak,Np-sn
Očanček,Očanček,Np-sn
Očanović,Očanović,Np-sn
Očasić,Očasić,Np-sn
Očašić,Očašić,Np-sn
Očenašek,Očenašek,Np-sn
Očevčić,Očevčić,Np-sn
Očić,Očić,Np-sn
Očinić,Očinić,Np-sn
Očko,Očko,Np-sn
Očkovski,Očkovski,Np-sn
Očurščak,Očurščak,Np-sn
Očuršćak,Očuršćak,Np-sn
Oćevar,Oćevar,Np-sn
Oćićek,Oćićek,Np-sn
Oćurščak,Oćurščak,Np-sn
Oćuršćak,Oćuršćak,Np-sn
Odadžić,Odadžić,Np-sn
Odak,Odak,Np-sn
Odalović,Odalović,Np-sn
Odalj,Odalj,Np-sn
Odanovac,Odanovac,Np-sn
Odavić,Odavić,Np-sn
Odeh,Odeh,Np-sn
Odeljan,Odeljan,Np-sn
Odenvald,Odenvald,Np-sn
Odicki,Odicki,Np-sn
Odić,Odić,Np-sn
Odlešić,Odlešić,Np-sn
Odniković,Odniković,Np-sn
Odobaša,Odobaša,Np-sn
Odobašić,Odobašić,Np-sn
Odoljević,Odoljević,Np-sn
Odor,Odor,Np-sn
Odoran,Odoran,Np-sn
Odorčić,Odorčić,Np-sn
Odorijan,Odorijan,Np-sn
Odorjan,Odorjan,Np-sn
Odorović,Odorović,Np-sn
Odović,Odović,Np-sn
Odrčić,Odrčić,Np-sn
Odri,Odri,Np-sn
Odribožić,Odribožić,Np-sn
Odrljin,Odrljin,Np-sn
Odstrčil,Odstrčil,Np-sn
Odvitović,Odvitović,Np-sn
Odvorčić,Odvorčić,Np-sn
Odža,Odža,Np-sn
Odžak,Odžak,Np-sn
Odžaklieski,Odžaklieski,Np-sn
Odžaković,Odžaković,Np-sn
Odžić,Odžić,Np-sn
Ofak,Ofak,Np-sn
Ofczarek,Ofczarek,Np-sn
Ofembeher,Ofembeher,Np-sn
Ofenbeher,Ofenbeher,Np-sn
Ofentavšek,Ofentavšek,Np-sn
Offenbeher,Offenbeher,Np-sn
Ofner,Ofner,Np-sn
Ogilvy,Ogilvy,Np-sn
Oglečevac,Oglečevac,Np-sn
Ognjačević,Ognjačević,Np-sn
Ognjan,Ognjan,Np-sn
Ognjanac,Ognjanac,Np-sn
Ognjanovac,Ognjanovac,Np-sn
Ognjanović,Ognjanović,Np-sn
Ognjen,Ognjen,Np-sn
Ognjenčić,Ognjenčić,Np-sn
Ognjenović,Ognjenović,Np-sn
Ogorec,Ogorec,Np-sn
Ogorelc,Ogorelc,Np-sn
Ogorelec,Ogorelec,Np-sn
Ogorelica,Ogorelica,Np-sn
Ogorevac,Ogorevac,Np-sn
Ogorevc,Ogorevc,Np-sn
Ogorinac,Ogorinac,Np-sn
Ograjšek,Ograjšek,Np-sn
Ogrebić,Ogrebić,Np-sn
Ogresta,Ogresta,Np-sn
Ogrešević,Ogrešević,Np-sn
Ogribić,Ogribić,Np-sn
Ogrič,Ogrič,Np-sn
Ogrić,Ogrić,Np-sn
Ogrin,Ogrin,Np-sn
Ogrinc,Ogrinc,Np-sn
Ogrinec,Ogrinec,Np-sn
Ogrinšak,Ogrinšak,Np-sn
Ogris,Ogris,Np-sn
Ogrizek,Ogrizek,Np-sn
Ogrizović,Ogrizović,Np-sn
Oguić,Oguić,Np-sn
Ogulin,Ogulin,Np-sn
Ogulinac,Ogulinac,Np-sn
Oguman,Oguman,Np-sn
Ogurlić,Ogurlić,Np-sn
Oharek,Oharek,Np-sn
Ohlhofer,Ohlhofer,Np-sn
Ohman,Ohman,Np-sn
Ohnec,Ohnec,Np-sn
Ohnutek,Ohnutek,Np-sn
Ohnjec,Ohnjec,Np-sn
Ojdanić,Ojdanić,Np-sn
Ojdenić,Ojdenić,Np-sn
Ojkić,Ojkić,Np-sn
Ojtović,Ojtović,Np-sn
Ojurović,Ojurović,Np-sn
Ojvan,Ojvan,Np-sn
Okadar,Okadar,Np-sn
Okal,Okal,Np-sn
Okanović,Okanović,Np-sn
Okerić,Okerić,Np-sn
Okičan,Okičan,Np-sn
Okičić,Okičić,Np-sn
Okički,Okički,Np-sn
Okić,Okić,Np-sn
Okićan,Okićan,Np-sn
Okićki,Okićki,Np-sn
Okiljević,Okiljević,Np-sn
Okinčić,Okinčić,Np-sn
Oklen,Oklen,Np-sn
Oklobdžija,Oklobdžija,Np-sn
Oklopčić,Oklopčić,Np-sn
Oklješa,Oklješa,Np-sn
Oklješan,Oklješan,Np-sn
Okmaca,Okmaca,Np-sn
Okmača,Okmača,Np-sn
Okmazza,Okmazza,Np-sn
Okmažić,Okmažić,Np-sn
Okolić,Okolić,Np-sn
Okopni,Okopni,Np-sn
Okovacki,Okovacki,Np-sn
Okovanović,Okovanović,Np-sn
Oković,Oković,Np-sn
Okrainov,Okrainov,Np-sn
Okrajčić,Okrajčić,Np-sn
Okresek,Okresek,Np-sn
Okreša,Okreša,Np-sn
Okret,Okret,Np-sn
Okroša,Okroša,Np-sn
Okrst,Okrst,Np-sn
Okršlar,Okršlar,Np-sn
Okrugić,Okrugić,Np-sn
Okružnik,Okružnik,Np-sn
Okštajner,Okštajner,Np-sn
Okštanjer,Okštanjer,Np-sn
Okugić,Okugić,Np-sn
Okuka,Okuka,Np-sn
Okula,Okula,Np-sn
Okulić,Okulić,Np-sn
Okun,Okun,Np-sn
Okunski,Okunski,Np-sn
Olah,Olah,Np-sn
Olaj,Olaj,Np-sn
Olajoš,Olajoš,Np-sn
Olama,Olama,Np-sn
Olanović,Olanović,Np-sn
Olas,Olas,Np-sn
Olbina,Olbina,Np-sn
Olčar,Olčar,Np-sn
Olđa,Olđa,Np-sn
Olđe,Olđe,Np-sn
Olearski,Olearski,Np-sn
Olei,Olei,Np-sn
Olejnik,Olejnik,Np-sn
Oleksa,Oleksa,Np-sn
Olenik,Olenik,Np-sn
Olenković,Olenković,Np-sn
Olenjuk,Olenjuk,Np-sn
Oletić,Oletić,Np-sn
Olgić,Olgić,Np-sn
Olić,Olić,Np-sn
Olij,Olij,Np-sn
Olija,Olija,Np-sn
Olijan,Olijan,Np-sn
Olijnik,Olijnik,Np-sn
Olina,Olina,Np-sn
Olinek,Olinek,Np-sn
Oliš,Oliš,Np-sn
Oliva,Oliva,Np-sn
Olivani,Olivani,Np-sn
Olivari,Olivari,Np-sn
Oliver,Oliver,Np-sn
Oliverić,Oliverić,Np-sn
Olivier,Olivier,Np-sn
Olivieri,Olivieri,Np-sn
Olluri,Olluri,Np-sn
Olman,Olman,Np-sn
Olomani,Olomani,Np-sn
Olovac,Olovac,Np-sn
Olovčić,Olovčić,Np-sn
Olovec,Olovec,Np-sn
Olrom,Olrom,Np-sn
Olšak,Olšak,Np-sn
Oltean,Oltean,Np-sn
Oltra,Oltra,Np-sn
Oltran,Oltran,Np-sn
Oluić,Oluić,Np-sn
Olujević,Olujević,Np-sn
Olujić,Olujić,Np-sn
Olup,Olup,Np-sn
Oluški,Oluški,Np-sn
Olvic,Olvic,Np-sn
Olvitz,Olvitz,Np-sn
Oljača,Oljača,Np-sn
Oljačić,Oljačić,Np-sn
Oljenik,Oljenik,Np-sn
Oljica,Oljica,Np-sn
Omahen,Omahen,Np-sn
Omahić,Omahić,Np-sn
Omaljev,Omaljev,Np-sn
Oman,Oman,Np-sn
Omanović,Omanović,Np-sn
Omašić,Omašić,Np-sn
Omazić,Omazić,Np-sn
Ombla,Ombla,Np-sn
Omčikus,Omčikus,Np-sn
Omejc,Omejc,Np-sn
Omejec,Omejec,Np-sn
Omelić,Omelić,Np-sn
Omer,Omer,Np-sn
Omeragić,Omeragić,Np-sn
Omerašević,Omerašević,Np-sn
Omerbašić,Omerbašić,Np-sn
Omerbegović,Omerbegović,Np-sn
Omerčahić,Omerčahić,Np-sn
Omerčević,Omerčević,Np-sn
Omerčić,Omerčić,Np-sn
Omerćehaić,Omerćehaić,Np-sn
Omerćehajić,Omerćehajić,Np-sn
Omerdić,Omerdić,Np-sn
Omerhodžić,Omerhodžić,Np-sn
Omeri,Omeri,Np-sn
Omerinović,Omerinović,Np-sn
Omero,Omero,Np-sn
Omerovič,Omerovič,Np-sn
Omerović,Omerović,Np-sn
Omerso,Omerso,Np-sn
Omerspahić,Omerspahić,Np-sn
Omerza,Omerza,Np-sn
Omerzel,Omerzel,Np-sn
Omerzo,Omerzo,Np-sn
Omerzu,Omerzu,Np-sn
Ometlić,Ometlić,Np-sn
Omičević,Omičević,Np-sn
Omić,Omić,Np-sn
Omićević,Omićević,Np-sn
Omišel,Omišel,Np-sn
Omišl,Omišl,Np-sn
Omrčanin,Omrčanin,Np-sn
Omrčen,Omrčen,Np-sn
Omrčenović,Omrčenović,Np-sn
Omrćanin,Omrćanin,Np-sn
Omrćen,Omrćen,Np-sn
Onat,Onat,Np-sn
Ondej,Ondej,Np-sn
Ondelj,Ondelj,Np-sn
Ondini,Ondini,Np-sn
Ondrašek,Ondrašek,Np-sn
Ondrik,Ondrik,Np-sn
Ondruj,Ondruj,Np-sn
Ondrušek,Ondrušek,Np-sn
Onešćuk,Onešćuk,Np-sn
Ongaro,Ongaro,Np-sn
Onhaus,Onhaus,Np-sn
Onić,Onić,Np-sn
Oniskiv,Oniskiv,Np-sn
Oniško,Oniško,Np-sn
Onodi,Onodi,Np-sn
Onofri,Onofri,Np-sn
Onorato,Onorato,Np-sn
Onosor,Onosor,Np-sn
Onozor,Onozor,Np-sn
Onsea,Onsea,Np-sn
Onsrud,Onsrud,Np-sn
Ontl,Ontl,Np-sn
Onukijević,Onukijević,Np-sn
Opačak,Opačak,Np-sn
Opačić,Opačić,Np-sn
Opaćić,Opaćić,Np-sn
Opaić,Opaić,Np-sn
Opakić,Opakić,Np-sn
Opala,Opala,Np-sn
Opalički,Opalički,Np-sn
Opalić,Opalić,Np-sn
Opalin,Opalin,Np-sn
Opalk,Opalk,Np-sn
Opalka,Opalka,Np-sn
Opančar,Opančar,Np-sn
Oparić,Oparić,Np-sn
Oparnica,Oparnica,Np-sn
Oparov,Oparov,Np-sn
Opašić,Opašić,Np-sn
Opat,Opat,Np-sn
Opatić,Opatić,Np-sn
Opčević,Opčević,Np-sn
Općević,Općević,Np-sn
Opeka,Opeka,Np-sn
Operman,Operman,Np-sn
Operta,Operta,Np-sn
Opet,Opet,Np-sn
Opetuk,Opetuk,Np-sn
Opica,Opica,Np-sn
Opić,Opić,Np-sn
Opitz,Opitz,Np-sn
Oplanić,Oplanić,Np-sn
Opolcer,Opolcer,Np-sn
Oppenheim,Oppenheim,Np-sn
Oppitz,Oppitz,Np-sn
Opraus,Opraus,Np-sn
Oprauš,Oprauš,Np-sn
Opravić,Opravić,Np-sn
Oprčkal,Oprčkal,Np-sn
Oprešnik,Oprešnik,Np-sn
Opricović,Opricović,Np-sn
Opsenica,Opsenica,Np-sn
Opšić,Opšić,Np-sn
Opšivač,Opšivač,Np-sn
Opua,Opua,Np-sn
Opuhač,Opuhač,Np-sn
Opušić,Opušić,Np-sn
Oputrić,Oputrić,Np-sn
Opuva,Opuva,Np-sn
Opuvačić,Opuvačić,Np-sn
Ora,Ora,Np-sn
Orabović,Orabović,Np-sn
Oraca,Oraca,Np-sn
Orač,Orač,Np-sn
Oračić,Oračić,Np-sn
Orać,Orać,Np-sn
Oraić,Oraić,Np-sn
Orajić,Orajić,Np-sn
Orak,Orak,Np-sn
Orašanin,Orašanin,Np-sn
Oraščanin,Oraščanin,Np-sn
Orašćanin,Orašćanin,Np-sn
Orašinović,Orašinović,Np-sn
Orašken,Orašken,Np-sn
Oraškić,Oraškić,Np-sn
Oravec,Oravec,Np-sn
Oravetz,Oravetz,Np-sn
Oravić,Oravić,Np-sn
Orban,Orban,Np-sn
Orbanić,Orbanić,Np-sn
Orbović,Orbović,Np-sn
Orct,Orct,Np-sn
Orčić,Orčić,Np-sn
Orčik,Orčik,Np-sn
Ordagić,Ordagić,Np-sn
Ordanić,Ordanić,Np-sn
Ordog,Ordog,Np-sn
Ordulj,Ordulj,Np-sn
Orđan,Orđan,Np-sn
Ore,Ore,Np-sn
Oreb,Oreb,Np-sn
Oreč,Oreč,Np-sn
Orečić,Orečić,Np-sn
Oredić,Oredić,Np-sn
Orehoci,Orehoci,Np-sn
Orehov,Orehov,Np-sn
Orehovac,Orehovac,Np-sn
Orehovački,Orehovački,Np-sn
Orehovec,Orehovec,Np-sn
Orehović,Orehović,Np-sn
Orejaš,Orejaš,Np-sn
Orel,Orel,Np-sn
Orelj,Orelj,Np-sn
Oremović,Oremović,Np-sn
Oremuš,Oremuš,Np-sn
Orenda,Orenda,Np-sn
Orepić,Orepić,Np-sn
Orestijević,Orestijević,Np-sn
Orešan,Orešan,Np-sn
Orešar,Orešar,Np-sn
Oreščanin,Oreščanin,Np-sn
Orešćanin,Orešćanin,Np-sn
Orešec,Orešec,Np-sn
Orešek,Orešek,Np-sn
Orešić,Orešić,Np-sn
Oreški,Oreški,Np-sn
Oreško,Oreško,Np-sn
Orešković,Orešković,Np-sn
Orešnik,Orešnik,Np-sn
Organdžiev,Organdžiev,Np-sn
Orgonaš,Orgonaš,Np-sn
Orgony,Orgony,Np-sn
Orgulan,Orgulan,Np-sn
Orhanović,Orhanović,Np-sn
Orhel,Orhel,Np-sn
Orić,Orić,Np-sn
Orihovac,Orihovac,Np-sn
Orijaš,Orijaš,Np-sn
Orijević,Orijević,Np-sn
Orina,Orina,Np-sn
Orinčić,Orinčić,Np-sn
Oriold,Oriold,Np-sn
Orioli,Orioli,Np-sn
Oriović,Oriović,Np-sn
Orišak,Orišak,Np-sn
Orišković,Orišković,Np-sn
Orjević,Orjević,Np-sn
Orka,Orka,Np-sn
Orkaš,Orkaš,Np-sn
Orkić,Orkić,Np-sn
Orlandić,Orlandić,Np-sn
Orlandini,Orlandini,Np-sn
Orlando,Orlando,Np-sn
Orlati,Orlati,Np-sn
Orle,Orle,Np-sn
Orleančić,Orleančić,Np-sn
Orlič,Orlič,Np-sn
Orličnik,Orličnik,Np-sn
Orlić,Orlić,Np-sn
Orlov,Orlov,Np-sn
Orlovac,Orlovac,Np-sn
Orlovčić,Orlovčić,Np-sn
Orlović,Orlović,Np-sn
Orlovski,Orlovski,Np-sn
Orljak,Orljak,Np-sn
Orman,Orman,Np-sn
Ormanac,Ormanac,Np-sn
Ormanec,Ormanec,Np-sn
Ormanović,Ormanović,Np-sn
Ormož,Ormož,Np-sn
Ormuš,Ormuš,Np-sn
Ormuž,Ormuž,Np-sn
Ornig,Ornig,Np-sn
Ornik,Ornik,Np-sn
Oro,Oro,Np-sn
Orobabić,Orobabić,Np-sn
Orober,Orober,Np-sn
Orolić,Orolić,Np-sn
Oros,Oros,Np-sn
Oroshi,Oroshi,Np-sn
Oroslan,Oroslan,Np-sn
Oross,Oross,Np-sn
Oroš,Oroš,Np-sn
Orošaj,Orošaj,Np-sn
Oroši,Oroši,Np-sn
Orošić,Orošić,Np-sn
Orošnjak,Orošnjak,Np-sn
Orović,Orović,Np-sn
Oroz,Oroz,Np-sn
Orozović,Orozović,Np-sn
Orsag,Orsag,Np-sn
Orsić,Orsić,Np-sn
Oršanić,Oršanić,Np-sn
Oršanski,Oršanski,Np-sn
Oršiček,Oršiček,Np-sn
Oršić,Oršić,Np-sn
Oršikić,Oršikić,Np-sn
Oršolić,Oršolić,Np-sn
Oršoš,Oršoš,Np-sn
Oršulić,Oršulić,Np-sn
Oršuš,Oršuš,Np-sn
Ortavec,Ortavec,Np-sn
Orth,Orth,Np-sn
Ortika,Ortika,Np-sn
Ortile,Ortile,Np-sn
Ortner,Ortner,Np-sn
Ortolan,Ortolan,Np-sn
Ortolio,Ortolio,Np-sn
Ortoljo,Ortoljo,Np-sn
Ortović,Ortović,Np-sn
Ortulan,Ortulan,Np-sn
Ortynski,Ortynski,Np-sn
Oruč,Oruč,Np-sn
Oručević,Oručević,Np-sn
Oružec,Oružec,Np-sn
Orzan,Orzan,Np-sn
Orzes,Orzes,Np-sn
Osadćuk,Osadćuk,Np-sn
Osaranov,Osaranov,Np-sn
Osbah,Osbah,Np-sn
Oschanitzky,Oschanitzky,Np-sn
Osdautaj,Osdautaj,Np-sn
Osekovac,Osekovac,Np-sn
Osenički,Osenički,Np-sn
Osenk,Osenk,Np-sn
Osenjački,Osenjački,Np-sn
Osenjaćki,Osenjaćki,Np-sn
Oset,Oset,Np-sn
Osibov,Osibov,Np-sn
Osičan,Osičan,Np-sn
Osić,Osić,Np-sn
Osim,Osim,Np-sn
Osip,Osip,Np-sn
Osivnik,Osivnik,Np-sn
Osjak,Osjak,Np-sn
Osječanin,Osječanin,Np-sn
Oskomić,Oskomić,Np-sn
Oskoruš,Oskoruš,Np-sn
Osladić,Osladić,Np-sn
Oslaković,Oslaković,Np-sn
Oslić,Oslić,Np-sn
Oslovčan,Oslovčan,Np-sn
Osmak,Osmak,Np-sn
Osmakčić,Osmakčić,Np-sn
Osman,Osman,Np-sn
Osmanagić,Osmanagić,Np-sn
Osmanbašić,Osmanbašić,Np-sn
Osmanbegović,Osmanbegović,Np-sn
Osmančević,Osmančević,Np-sn
Osmančićević,Osmančićević,Np-sn
Osmandić,Osmandić,Np-sn
Osmanhodžić,Osmanhodžić,Np-sn
Osmani,Osmani,Np-sn
Osmanlić,Osmanlić,Np-sn
Osmann,Osmann,Np-sn
Osmanolaj,Osmanolaj,Np-sn
Osmanollaj,Osmanollaj,Np-sn
Osmanović,Osmanović,Np-sn
Osmanovski,Osmanovski,Np-sn
Osmec,Osmec,Np-sn
Osmeričić,Osmeričić,Np-sn
Osmičević,Osmičević,Np-sn
Osmić,Osmić,Np-sn
Osmićević,Osmićević,Np-sn
Osmokrović,Osmokrović,Np-sn
Osmoričić,Osmoričić,Np-sn
Osoba,Osoba,Np-sn
Osoja,Osoja,Np-sn
Osojnak,Osojnak,Np-sn
Osojnički,Osojnički,Np-sn
Osojnik,Osojnik,Np-sn
Osolin,Osolin,Np-sn
Osonički,Osonički,Np-sn
Osonićki,Osonićki,Np-sn
Osonjački,Osonjački,Np-sn
Ososlija,Ososlija,Np-sn
Osovnikar,Osovnikar,Np-sn
Ospet,Ospet,Np-sn
Osrečak,Osrečak,Np-sn
