"Institucija";"Naslov";"IzvjescaURL";"DatumOtvaranja";"DatumZatvaranja";"OcekivanaObjavaIzvjesca";"Stanje";"DokumentiURL";"SavjetovanjeURL";"ID"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje o nacrtu Pravilnika o dokumentaciji za izdvajanje poslova ili funkcija društva za osiguranje/ društva za reosiguranje";"/ECon/EconReport?entityId=2230";"30.10.2015.";"28.11.2015.";"28.12.2015.";"Izvješca objavljena";"/Documents/List/2230";"/ECon/MainScreen?entityId=2230";"2230"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje o nacrtu Pravilnika o uvjetima za obavljanje funkcije clana uprave i clana nadzornog odbora društva za osiguranje odnosno društva za reosiguranje";"/ECon/EconReport?entityId=2231";"30.10.2015.";"28.11.2015.";"28.12.2015.";"Izvješca objavljena";"/Documents/List/2231";"/ECon/MainScreen?entityId=2231";"2231"
"Ministarstvo pravosuda";"Savjetovanje o nacrtu Pravilnika o izmjenama i dopunama Pravilnika o radu u sustavu eSpis";"/ECon/EconReport?entityId=2235";"30.10.2015.";"04.11.2015.";"11.11.2015.";"Izvješca objavljena";"/Documents/List/2235";"/ECon/MainScreen?entityId=2235";"2235"
"Ministarstvo pravosuda";"Savjetovanje o nacrtu Pravilnika o izmjenama i dopunama Pravilnika o radu u sustavu JCMS";"/ECon/EconReport?entityId=2240";"30.10.2015.";"04.11.2015.";"11.11.2015.";"Izvješca objavljena";"/Documents/List/2240";"/ECon/MainScreen?entityId=2240";"2240"
"Ministarstvo gospodarstva";"Savjetovanje o konacnom nacrtu Strategije pametne specijalizacije Republike Hrvatske";"/ECon/EconReport?entityId=2242";"30.10.2015.";"14.11.2015.";"21.11.2015.";"Izvješca objavljena";"/Documents/List/2242";"/ECon/MainScreen?entityId=2242";"2242"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje o nacrtu Pravilnika o uvjetima za obavljanje kljucne funkcije u društvu za osiguranje/društvu za reosiguranje";"/ECon/EconReport?entityId=2243";"30.10.2015.";"28.11.2015.";"28.12.2015.";"Izvješca objavljena";"/Documents/List/2243";"/ECon/MainScreen?entityId=2243";"2243"
"Ministarstvo poljoprivrede";"PRAVILNIK O INFORMIRANJU O VETERINARSKO-MEDICINSKIM PROIZVODIMA PUTEM SUSTAVA BRZOG UZBUNJIVANJA";"/ECon/EconReport?entityId=2220";"29.10.2015.";"06.11.2015.";"06.11.2015.";"Izvješca objavljena";"/Documents/List/2220";"/ECon/MainScreen?entityId=2220";"2220"
"Ministarstvo zdravstva";"Savjetovanje o Nacrtu prijedloga Pravilnika o izmjeni i dopuni Pravilnika o pripravnickom stažu zdravstvenih radnika";"/ECon/EconReport?entityId=2223";"28.10.2015.";"12.11.2015.";"23.11.2015.";"Izvješca objavljena";"/Documents/List/2223";"/ECon/MainScreen?entityId=2223";"2223"
"Ministarstvo pravosuda";"Savjetovanje o nacrtu Pravilnika o izmjenama i dopunama Pravilnika o stalnim sudskim vještacima";"/ECon/EconReport?entityId=2227";"28.10.2015.";"02.11.2015.";"09.11.2015.";"Izvješca objavljena";"/Documents/List/2227";"/ECon/MainScreen?entityId=2227";"2227"
"Ministarstvo kulture";"Nacrt kljucnih elemenata Poziva na dostavu projektnih prijedloga za Ruksak pun kulture za mlade";"/ECon/EconReport?entityId=2219";"28.10.2015.";"27.11.2015.";"28.12.2015.";"Izvješca objavljena";"/Documents/List/2219";"/ECon/MainScreen?entityId=2219";"2219"
"Državni zavod za statistiku";"Nacrt prijedloga godišnjega provedbenog plana statistickih aktivnosti Republike Hrvatske 2016. godine";"/ECon/EconReport?entityId=2196";"28.10.2015.";"27.11.2015.";"03.12.2015.";"Izvješca objavljena";"/Documents/List/2196";"/ECon/MainScreen?entityId=2196";"2196"
"Ministarstvo regionalnog razvoja i fondova Europske unije";"Savjetovanje o Prijedlogu Uredbe o izmjenama Uredbe o tijelima u Sustavima upravljanja i kontrole korištenja Europskog socijalnog fonda, Europskog fonda za regionalni razvoj i Kohezijskog fonda, u vezi s ciljem „Ulaganje za rast i radna mjesta“";"/ECon/EconReport?entityId=2206";"27.10.2015.";"12.11.2015.";"20.11.2015.";"Izvješca objavljena";"/Documents/List/2206";"/ECon/MainScreen?entityId=2206";"2206"
"Ministarstvo poljoprivrede";"NACRT PRAVILNIKA O PROVEDBI MJERE M01 „PRENOŠENJE ZNANJA I AKTIVNOSTI INFORMIRANJA“, PODMJERE 1.1. „POTPORA ZA STRUKOVNO OSPOSOBLJAVANJE I AKTIVNOSTI ZA STJECANJE VJEŠTINA“, TIP OPERACIJE 1.1.3. „STRUKOVNO OSPOSOBLJAVANJE ZA MLADE POLJOPRIVREDNIKE“, TIP OPERACIJE 1.1.4.“ RADIONICE ZA SUBJEKTE KOJI SU UKLJUCENI U KRATKE LANCE OPSKRBE I PROIZVOÐACKE GRUPE I ORGANIZACIJE“ I PODMJERE 1.2. „POTPORA ZA DEMONSTRACIJSKE I INFORMATIVNE AKTIVNOSTI“, TIP OPERACIJE 1.2.1. „DEMONSTRACIJSKE AKTIVNOST“ IZ PROGRAMA RURALNOG RAZVOJA REPUBLIKE HRVATSKE ZA RAZDOBLJE 2014. - 2020.";"/ECon/EconReport?entityId=2215";"26.10.2015.";"16.11.2015.";"16.12.2015.";"Izvješca objavljena";"/Documents/List/2215";"/ECon/MainScreen?entityId=2215";"2215"
"Ministarstvo pravosuda";"Savjetovanje o nacrtu Pravilnika o naknadi troškova u prekršajnom postupku";"/ECon/EconReport?entityId=2202";"23.10.2015.";"02.11.2015.";"06.11.2015.";"Izvješca objavljena";"/Documents/List/2202";"/ECon/MainScreen?entityId=2202";"2202"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje o nacrtu Pravilnika o registrima ovlaštenih osoba za obavljanje poslova zastupanja u osiguranju i posredovanja u osiguranju i reosiguranju";"/ECon/EconReport?entityId=2188";"21.10.2015.";"20.11.2015.";"04.12.2015.";"Izvješca objavljena";"/Documents/List/2188";"/ECon/MainScreen?entityId=2188";"2188"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje o nacrtu Pravilnika o uvjetima za stjecanje i provjeru strucnih znanja potrebnih za dobivanje ovlaštenja za obavljanje poslova zastupanja u osiguranju, odnosno posredovanja u osiguranju i reosiguranju";"/ECon/EconReport?entityId=2189";"21.10.2015.";"20.11.2015.";"04.12.2015.";"Izvješca objavljena";"/Documents/List/2189";"/ECon/MainScreen?entityId=2189";"2189"
"Ministarstvo poljoprivrede";"Savjetovanje o Nacrtu Pravilnika  o provedbi Mjere 07 »Temeljne usluge i obnova sela u ruralnim podrucjima« iz  Programa ruralnog razvoja Republike Hrvatske za razdoblje 2014. - 2020.";"/ECon/EconReport?entityId=2192";"21.10.2015.";"06.11.2015.";"04.12.2015.";"Izvješca objavljena";"/Documents/List/2192";"/ECon/MainScreen?entityId=2192";"2192"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje o nacrtu Pravilnika o drugim uslugama koje može pružati društvo za zastupanje u osiguranju";"/ECon/EconReport?entityId=2183";"21.10.2015.";"20.11.2015.";"04.12.2015.";"Izvješca objavljena";"/Documents/List/2183";"/ECon/MainScreen?entityId=2183";"2183"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje o nacrtu Pravilnika o dodatnim poslovima koje može obavljati društvo za posredovanje u osiguranju i reosiguranju";"/ECon/EconReport?entityId=2185";"21.10.2015.";"20.11.2015.";"04.12.2015.";"Izvješca objavljena";"/Documents/List/2185";"/ECon/MainScreen?entityId=2185";"2185"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje o nacrtu Pravilnika o tehnickim i organizacijskim uvjetima za obavljanje poslova zastupanja u osiguranju u stanici za tehnicki pregled vozila";"/ECon/EconReport?entityId=2186";"21.10.2015.";"20.11.2015.";"04.12.2015.";"Izvješca objavljena";"/Documents/List/2186";"/ECon/MainScreen?entityId=2186";"2186"
"Ministarstvo rada i mirovinskoga sustava";"Savjetovanje o nacrtu Pravilnika o izdavanju Europske profesionalne kartice";"/ECon/EconReport?entityId=2174";"20.10.2015.";"04.11.2015.";"11.11.2015.";"Izvješca objavljena";"/Documents/List/2174";"/ECon/MainScreen?entityId=2174";"2174"
"Ministarstvo pravosuda";"Savjetovanje o nacrtu Izmjena i dopuna Sudskog poslovnika";"/ECon/EconReport?entityId=2177";"20.10.2015.";"27.10.2015.";"30.10.2015.";"Izvješca objavljena";"/Documents/List/2177";"/ECon/MainScreen?entityId=2177";"2177"
"Ministarstvo mora, prometa i infrastrukture";"Javno savjetovanje o Prijedlogu Pravilnika o jedinstvenom europskom broju za hitne službe 112";"/ECon/EconReport?entityId=2166";"19.10.2015.";"19.11.2015.";"21.12.2015.";"Izvješca objavljena";"/Documents/List/2166";"/ECon/MainScreen?entityId=2166";"2166"
"Ministarstvo graditeljstva i prostornoga uredenja";"SAVJETOVANJE O PRAVILNIKU  O IZDAVANJU SUGLASNOSTI ZA OBAVLJANJE STRUCNIH POSLOVA PROSTORNOG UREÐENJA";"/ECon/EconReport?entityId=2169";"19.10.2015.";"02.11.2015.";"10.11.2015.";"Izvješca objavljena";"/Documents/List/2169";"/ECon/MainScreen?entityId=2169";"2169"
"Ministarstvo graditeljstva i prostornoga uredenja";"Savjetovanje o Pravilniku o strucnom ispitu osoba koje obavljaju poslove graditeljstva i prostornoga uredenja";"/ECon/EconReport?entityId=2171";"19.10.2015.";"02.11.2015.";"10.11.2015.";"Izvješca objavljena";"/Documents/List/2171";"/ECon/MainScreen?entityId=2171";"2171"
"Ministarstvo pravosuda";"Savjetovanje o nacrtu Pravilnika o radu odjela za podršku žrtvama i svjedocima";"/ECon/EconReport?entityId=2162";"16.10.2015.";"26.10.2015.";"30.10.2015.";"Izvješca objavljena";"/Documents/List/2162";"/ECon/MainScreen?entityId=2162";"2162"
"Ministarstvo poljoprivrede";"Savjetovanje o Pravilniku o registraciji poljoprivrednika koji posluju s hranom za životinje";"/ECon/EconReport?entityId=2147";"16.10.2015.";"01.11.2015.";"10.11.2015.";"Izvješca objavljena";"/Documents/List/2147";"/ECon/MainScreen?entityId=2147";"2147"
"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku";"Pravilnik o evidencijskoj oznaci humanitarne akcije";"/ECon/EconReport?entityId=2150";"15.10.2015.";"28.10.2015.";"31.12.2015.";"Izvješca objavljena";"/Documents/List/2150";"/ECon/MainScreen?entityId=2150";"2150"
"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku";"Pravilnik o nacinu vodenja evidencije humanitarne pomoci";"/ECon/EconReport?entityId=2153";"15.10.2015.";"28.10.2015.";"31.12.2015.";"Izvješca objavljena";"/Documents/List/2153";"/ECon/MainScreen?entityId=2153";"2153"
"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku";"Pravilnik o Državnoj nagradi za humanitarni rad";"/ECon/EconReport?entityId=2156";"15.10.2015.";"28.10.2015.";"31.12.2015.";"Izvješca objavljena";"/Documents/List/2156";"/ECon/MainScreen?entityId=2156";"2156"
"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku";"Pravilnik o razvrstavanju humanitarnih akcija";"/ECon/EconReport?entityId=2159";"15.10.2015.";"28.10.2015.";"31.12.2015.";"Izvješca objavljena";"/Documents/List/2159";"/ECon/MainScreen?entityId=2159";"2159"
"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku";"Pravilnik o izgledu logotipa za prikupljanje humanitarne pomoci";"/ECon/EconReport?entityId=2143";"15.10.2015.";"28.10.2015.";"31.12.2015.";"Izvješca objavljena";"/Documents/List/2143";"/ECon/MainScreen?entityId=2143";"2143"
"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku";"Pravilnik o obrascima za prikupljanje humanitarne pomoci";"/ECon/EconReport?entityId=2146";"15.10.2015.";"28.10.2015.";"31.12.2015.";"Izvješca objavljena";"/Documents/List/2146";"/ECon/MainScreen?entityId=2146";"2146"
"Ministarstvo rada i mirovinskoga sustava";"Savjetovanje o nacrtu Pravilnika o izdavanju EU potvrde";"/ECon/EconReport?entityId=2119";"14.10.2015.";"29.10.2015.";"05.11.2015.";"Izvješca objavljena";"/Documents/List/2119";"/ECon/MainScreen?entityId=2119";"2119"
"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku";"Savjetovanje o Pravilniku o mjerama zaštite osobnih prava i dobrobiti djeteta";"/ECon/EconReport?entityId=2122";"14.10.2015.";"29.10.2015.";"29.12.2015.";"Izvješca objavljena";"/Documents/List/2122";"/ECon/MainScreen?entityId=2122";"2122"
"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku";"Savjetovanje o Pravilniku o obveznom savjetovanju";"/ECon/EconReport?entityId=2124";"14.10.2015.";"29.10.2015.";"29.12.2015.";"Izvješca objavljena";"/Documents/List/2124";"/ECon/MainScreen?entityId=2124";"2124"
"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku";"Savjetovanje o Pravilniku o nacinu pribavljanja mišljenja djeteta";"/ECon/EconReport?entityId=2126";"14.10.2015.";"29.10.2015.";"29.12.2015.";"Izvješca objavljena";"/Documents/List/2126";"/ECon/MainScreen?entityId=2126";"2126"
"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku";"Savjetovanje o Pravilniku o nacinu vodenja ocevidnika i spisa predmeta osoba pod skrbništvom, nacinu popisa i opisa njihove imovine, podnošenju izvješca i polaganju racuna skrbnika te sadržaju i obliku anticipiranih naredbi";"/ECon/EconReport?entityId=2128";"14.10.2015.";"29.10.2015.";"29.12.2015.";"Izvješca objavljena";"/Documents/List/2128";"/ECon/MainScreen?entityId=2128";"2128"
"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku";"Savjetovanje o Pravilniku o obiteljskoj medijaciji";"/ECon/EconReport?entityId=2130";"14.10.2015.";"29.10.2015.";"29.12.2015.";"Izvješca objavljena";"/Documents/List/2130";"/ECon/MainScreen?entityId=2130";"2130"
"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku";"Savjetovanje o Pravilniku o obveznom sadržaju obrasca plana o zajednickoj roditeljskoj skrbi";"/ECon/EconReport?entityId=2132";"14.10.2015.";"29.10.2015.";"29.12.2015.";"Izvješca objavljena";"/Documents/List/2132";"/ECon/MainScreen?entityId=2132";"2132"
"Ministarstvo financija";"Javno savjetovanje o nacrtu Pravilnika o sustavu financijskog upravljanja i kontrola te izradi i izvršavanju financijskih planova neprofitnih organizacija, drugi krug savjetovanja";"/ECon/EconReport?entityId=2117";"13.10.2015.";"20.10.2015.";"20.11.2015.";"Izvješca objavljena";"/Documents/List/2117";"/ECon/MainScreen?entityId=2117";"2117"
"Državna geodetska uprava";"Savjetovanje o Pravilniku o izmjenama i dopuni Pravilnika o odredivanju visine stvarnih troškova uporabe podataka dokumentacije državne izmjere i katastra nekretnina";"/ECon/EconReport?entityId=2114";"12.10.2015.";"27.10.2015.";"03.11.2015.";"Izvješca objavljena";"/Documents/List/2114";"/ECon/MainScreen?entityId=2114";"2114"
"Ministarstvo zdravstva";"Savjetovanje o Nacrtu prijedloga Pravilnika o izmjenama i dopunama Pravilnika o klinickim ispitivanjima lijekova i dobroj klinickoj praksi";"/ECon/EconReport?entityId=2100";"09.10.2015.";"26.10.2015.";"02.11.2015.";"Izvješca objavljena";"/Documents/List/2100";"/ECon/MainScreen?entityId=2100";"2100"
"Državna geodetska uprava";"Savjetovanje o PRAVILNIKU O OBAVLJANJU STRUCNIH GEODETSKIH POSLOVA U KOMASACIJI";"/ECon/EconReport?entityId=2104";"09.10.2015.";"25.10.2015.";"12.11.2015.";"Izvješca objavljena";"/Documents/List/2104";"/ECon/MainScreen?entityId=2104";"2104"
"Ministarstvo državne imovine";"Prijedlog Plana upravljanja imovinom u vlasništvu Republike Hrvatske za 2016. godinu";"/ECon/EconReport?entityId=2107";"09.10.2015.";"23.10.2015.";"28.10.2015.";"Izvješca objavljena";"/Documents/List/2107";"/ECon/MainScreen?entityId=2107";"2107"
"Ministarstvo uprave";"Prijedlog pravilnika o Središnjem katalogu službenih dokumenata Republike Hrvatske";"/ECon/EconReport?entityId=2108";"09.10.2015.";"25.10.2015.";"05.11.2015.";"Izvješca objavljena";"/Documents/List/2108";"/ECon/MainScreen?entityId=2108";"2108"
"Ministarstvo pravosuda";"Savjetovanje o nacrtu Pravilnika o postupku utvrdivanja posebne zdravstvene sposobnosti za obavljanje poslova službenika pravosudne policije te o izboru clanova  i nacinu rada zdravstvene komisije";"/ECon/EconReport?entityId=2111";"09.10.2015.";"20.10.2015.";"27.10.2015.";"Izvješca objavljena";"/Documents/List/2111";"/ECon/MainScreen?entityId=2111";"2111"
"Ministarstvo regionalnog razvoja i fondova Europske unije";"Nacrt prijedloga Pravilnika o uvjetima, kriterijima i nacinu oznacavanja proizvoda oznakom „Hrvatski otocni proizvod“";"/ECon/EconReport?entityId=2094";"07.10.2015.";"26.10.2015.";"13.11.2015.";"Izvješca objavljena";"/Documents/List/2094";"/ECon/MainScreen?entityId=2094";"2094"
"Ministarstvo rada i mirovinskoga sustava";"Savjetovanje o Prijedlogu Strategije cjeloživotnog profesionalnog usmjeravanja i razvoja karijere u Republici Hrvatskoj 2016.-2020.";NA;"07.10.2015.";"20.10.2015.";"22.10.2015.";"Zatvoren";"/Documents/List/2096";"/ECon/MainScreen?entityId=2096";"2096"
"Ministarstvo mora, prometa i infrastrukture";"Javno savjetovanje o Prijedlogu plana normativnih aktivnosti Ministarstva pomorstva, prometa i infrastrukture za 2016. godinu";"/ECon/EconReport?entityId=2098";"07.10.2015.";"23.10.2015.";"23.11.2015.";"Izvješca objavljena";"/Documents/List/2098";"/ECon/MainScreen?entityId=2098";"2098"
"Ministarstvo zdravstva";"Savjetovanje s javnošcu i zainteresiranom javnošcu o nacrtu Nacionalnog programa za kontrolu otpornosti bakterija na antibiotike 2015. – 2020.";"/ECon/EconReport?entityId=2092";"06.10.2015.";"22.10.2015.";"29.10.2015.";"Izvješca objavljena";"/Documents/List/2092";"/ECon/MainScreen?entityId=2092";"2092"
"Ministarstvo unutarnjih poslova";"Savjetovanje o tezama i prethodnoj procjeni za Zakon o potvrdivanju Sporazuma izmedu Vlade Republike Hrvatske i Vlade Republike Kosova o predaji i prihvatu osoba kojih je ulazak ili boravak nezakonit";"/ECon/EconReport?entityId=2087";"05.10.2015.";"02.11.2015.";"23.11.2015.";"Izvješca objavljena";"/Documents/List/2087";"/ECon/MainScreen?entityId=2087";"2087"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje o nacrtu Pravilnika o izmjenama i dopunama Pravilnika o promidžbi i ostalim informacijama za clanove obveznih mirovinskih fondova";"/ECon/EconReport?entityId=2089";"05.10.2015.";"04.11.2015.";"04.12.2015.";"Izvješca objavljena";"/Documents/List/2089";"/ECon/MainScreen?entityId=2089";"2089"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje o nacrtu Pravilnika o izmijenama i dopunama Pravilnika o utvrdivanju neto vrijednosti imovine i vrijednosti obracunske jedinice obveznog mirovinskog fonda";"/ECon/EconReport?entityId=2090";"05.10.2015.";"04.11.2015.";"04.12.2015.";"Izvješca objavljena";"/Documents/List/2090";"/ECon/MainScreen?entityId=2090";"2090"
"Ministarstvo zdravstva";"Savjetovanje o Nacrtu prijedloga Pravilnika o mjerilima i nacinu korištenja vlastitih prihoda i donacija zdravstvenih ustanova";"/ECon/EconReport?entityId=2076";"02.10.2015.";"19.10.2015.";"26.10.2015.";"Izvješca objavljena";"/Documents/List/2076";"/ECon/MainScreen?entityId=2076";"2076"
"Hrvatska agencija za nadzor financijskih usluga";"Javno savjetovanje o nacrtu Pravilnika o obrazovnom programu i ispitu za stjecanje zvanja ovlaštenog upravitelja mirovinskih fondova, ovlaštenog upravitelja mirovinskog osiguravajuceg društva, brokera i investicijskog savjetnika";"/ECon/EconReport?entityId=2078";"02.10.2015.";"02.11.2015.";"02.12.2015.";"Izvješca objavljena";"/Documents/List/2078";"/ECon/MainScreen?entityId=2078";"2078"
"Ministarstvo turizma";"JAVNO SAVJETOVANJE O PRAVILNIKU O NACINU VOÐENJA POPISA TURISTA TE O OBLIKU I SADRŽAJU OBRASCA PRIJAVE TURISTA TURISTICKOJ ZAJEDNICI";"/ECon/EconReport?entityId=2081";"02.10.2015.";"02.11.2015.";"30.11.2015.";"Izvješca objavljena";"/Documents/List/2081";"/ECon/MainScreen?entityId=2081";"2081"
"Ministarstvo turizma";"JAVNO SAVJETOVANJE o PRAVILNIKu O IZMJENAMA I DOPUNAMA PRAVILNIKA O PROGLAŠAVANJU TURISTICKIH OPCINA I GRADOVA I O RAZVRSTAVANJU NASELJA U TURISTICKE RAZREDE";"/ECon/EconReport?entityId=2083";"02.10.2015.";"02.11.2015.";"30.11.2015.";"Izvješca objavljena";"/Documents/List/2083";"/ECon/MainScreen?entityId=2083";"2083"
"Hrvatska agencija za nadzor financijskih usluga";"Savjetovanje o prijedlogu Pravilnika o izmjenama i dopunama Pravilnika o vodenju racunovodstva društva za dokup mirovine";"/ECon/EconReport?entityId=2066";"02.10.2015.";"02.11.2015.";"02.12.2015.";"Izvješca objavljena";"/Documents/List/2066";"/ECon/MainScreen?entityId=2066";"2066"
"Ministarstvo zdravstva";"Savjetovanje o Nacrtu prijedloga Pravilnika o zdravstvenim pregledima vozaca i kandidata za vozace";"/ECon/EconReport?entityId=2070";"01.10.2015.";"16.10.2015.";"23.10.2015.";"Izvješca objavljena";"/Documents/List/2070";"/ECon/MainScreen?entityId=2070";"2070"
"Ministarstvo gospodarstva";"Uredba o provedbi Uredbe (EZ) br 1222/2009 Europskog parlamenta i Vijeca od 25. studenoga 2009. o oznacivanju guma s obzirom na ucinkovitost potrošnje goriva i druge bitne parametre";"/ECon/EconReport?entityId=2056";"30.09.2015.";"15.10.2015.";"15.10.2015.";"Izvješca objavljena";"/Documents/List/2056";"/ECon/MainScreen?entityId=2056";"2056"
"Ministarstvo turizma";"PRIJEDLOG PLANA NORMATIVNIH AKTIVNOSTI MINISTARSTVA TURIZMA";"/ECon/EconReport?entityId=2061";"30.09.2015.";"14.10.2015.";"31.10.2015.";"Izvješca objavljena";"/Documents/List/2061";"/ECon/MainScreen?entityId=2061";"2061"
"Hrvatska agencija za nadzor financijskih usluga";"Javno savjetovanje o Nacrtu Pravilnika o izmjenama pravilnika o financijskim i dodatnim izvještajima te kontnom planu faktoring-društava";"/ECon/EconReport?entityId=2046";"25.09.2015.";"24.10.2015.";"24.11.2015.";"Izvješca objavljena";"/Documents/List/2046";"/ECon/MainScreen?entityId=2046";"2046"
"Ministarstvo zdravstva";"Savjetovanje o Prijedlogu Nacionalnog programa za preventivu i zaštitu oralnog zdravlja";"/ECon/EconReport?entityId=2040";"24.09.2015.";"26.10.2015.";"02.11.2015.";"Izvješca objavljena";"/Documents/List/2040";"/ECon/MainScreen?entityId=2040";"2040"
"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku";"PLAN NORMATIVNIH AKTIVNOSTI IZ DJELOKRUGA MINISTARSTVA SOCIJALNE POLITIKE I MLADIH ZA 2016. GODINU";"/ECon/EconReport?entityId=2011";"21.09.2015.";"06.10.2015.";"06.11.2015.";"Izvješca objavljena";"/Documents/List/2011";"/ECon/MainScreen?entityId=2011";"2011"
"Ministarstvo poljoprivrede";"Prijedlog Pravilnika o uvjetima, kriterijima i nacinima doniranja hrane i hrane za životinje";"/ECon/EconReport?entityId=2022";"21.09.2015.";"05.10.2015.";"26.10.2015.";"Izvješca objavljena";"/Documents/List/2022";"/ECon/MainScreen?entityId=2022";"2022"
"Ministarstvo zdravstva";"Savjetovanje o Nacrtu prijedloga Pravilnika o postupcima pružanja prve pomoci, sredstvima, vrsti i kolicini sanitetskog materijala koja mora biti osigurana na mjestu rada te nacinu i rokovima osposobljavanja radnika za pružanje prve pomoci";"/ECon/EconReport?entityId=2025";"21.09.2015.";"06.10.2015.";"12.10.2015.";"Izvješca objavljena";"/Documents/List/2025";"/ECon/MainScreen?entityId=2025";"2025"
"Ministarstvo zdravstva";"Savjetovanje o Nacrtu prijedloga Pravilnika o mjerama, pravilima, postupcima i aktivnostima zaštite na radu radnika koji su izloženi statodinamickim, psihofiziološkim i drugim naporima";"/ECon/EconReport?entityId=2028";"21.09.2015.";"06.10.2015.";"12.10.2015.";"Izvješca objavljena";"/Documents/List/2028";"/ECon/MainScreen?entityId=2028";"2028"
"Ministarstvo zdravstva";"Savjetovanje o Nacrtu prijedloga Pravilnika o poslovima s posebnim uvjetima rada i uvjeti koje moraju ispunjavati radnici koji obavljaju te poslove";"/ECon/EconReport?entityId=2031";"21.09.2015.";"06.10.2015.";"12.10.2015.";"Izvješca objavljena";"/Documents/List/2031";"/ECon/MainScreen?entityId=2031";"2031"
"Ministarstvo zdravstva";"Savjetovanje o Nacrtu prijedloga Pravilnika o najmanjem broju sati koje specijalist medicine rada mora provesti na mjestu rada";"/ECon/EconReport?entityId=2035";"21.09.2015.";"06.10.2015.";"12.10.2015.";"Izvješca objavljena";"/Documents/List/2035";"/ECon/MainScreen?entityId=2035";"2035"
"Ministarstvo poljoprivrede";"Savjetovanje o Prijedlogu Pravilnika o zašticenim ribolovnim podrucjima";NA;"17.09.2015.";"28.09.2015.";"05.10.2015.";"Zatvoren";"/Documents/List/2006";"/ECon/MainScreen?entityId=2006";"2006"
"Ministarstvo zdravstva";"Nacrt prijedloga Pravilnika o trajanju privremene nesposobnost za rad ovisno o vrsti bolesti";"/ECon/EconReport?entityId=2004";"16.09.2015.";"01.10.2015.";"06.10.2015.";"Izvješca objavljena";"/Documents/List/2004";"/ECon/MainScreen?entityId=2004";"2004"
"Ministarstvo kulture";"Prijedlog plana normativnih aktivnosti Ministarstva kulture za 2016. godinu";"/ECon/EconReport?entityId=1989";"15.09.2015.";"30.09.2015.";"30.10.2015.";"Izvješca objavljena";"/Documents/List/1989";"/ECon/MainScreen?entityId=1989";"1989"
"Ministarstvo pravosuda";"Savjetovanje o prijedlogu Uredbe o kriterijima i nacinu obracuna i placanja nagrade za rad i naknade troškova stecajnim upraviteljima";"/ECon/EconReport?entityId=1992";"15.09.2015.";"25.09.2015.";"28.09.2015.";"Izvješca objavljena";"/Documents/List/1992";"/ECon/MainScreen?entityId=1992";"1992"
"Ministarstvo pravosuda";"Savjetovanje o nacrtu Pravilnika o sadržaju i obliku obrazaca na kojima se podnose podnesci u predstecajnom i stecajnom postupku";"/ECon/EconReport?entityId=1996";"15.09.2015.";"25.09.2015.";"28.09.2015.";"Izvješca objavljena";"/Documents/List/1996";"/ECon/MainScreen?entityId=1996";"1996"
"Ministarstvo zdravstva";"Prijedlog plana normativnih aktivnosti Ministarstva zdravlja za 2016. godinu";"/ECon/EconReport?entityId=1999";"15.09.2015.";"30.09.2015.";"05.10.2015.";"Izvješca objavljena";"/Documents/List/1999";"/ECon/MainScreen?entityId=1999";"1999"
"Državni zavod za radiološku i nuklearnu sigurnost";"Savjetovanje o prijedlogu Pravilnika o službenoj iskaznici i znacki inspektora za radiološku i nuklearnu sigurnost";"/ECon/EconReport?entityId=1967";"15.09.2015.";"15.10.2015.";"02.11.2015.";"Izvješca objavljena";"/Documents/List/1967";"/ECon/MainScreen?entityId=1967";"1967"
"Državni zavod za intelektualno vlasništvo";"Prijedlog plana normativnih aktivnosti Državnog zavoda za intelektualno vlasništvo za 2016. godinu";"/ECon/EconReport?entityId=1975";"14.09.2015.";"30.09.2015.";"07.10.2015.";"Izvješca objavljena";"/Documents/List/1975";"/ECon/MainScreen?entityId=1975";"1975"
