"Institucija";"Naslov";"IzvjescaURL";"DatumOtvaranja";"DatumZatvaranja";"OcekivanaObjavaIzvjesca";"Stanje";"DokumentiURL";"SavjetovanjeURL";"ID"
"Ministarstvo gospodarstva";"Savjetovanje o Pravilniku o istraživanju velikih nesreca povezanih s odobalnim istraživanjem i eksploatacijom ugljikovodika";"/ECon/EconReport?entityId=1982";"14.09.2015.";"14.10.2015.";"16.11.2015.";"Izvješca objavljena";"/Documents/List/1982";"/ECon/MainScreen?entityId=1982";"1982"
"Ministarstvo gospodarstva";"Savjetovanje o Uredbi o osnivanju koordinacije za sigurnost pri odobalnom istraživanju i eksploataciji ugljikovodika";"/ECon/EconReport?entityId=1985";"14.09.2015.";"14.10.2015.";"16.11.2015.";"Izvješca objavljena";"/Documents/List/1985";"/ECon/MainScreen?entityId=1985";"1985"
"Ministarstvo zdravstva";"Savjetovanje o Nacrtu prijedloga Pravilnika o utvrdivanju uvjeta zdravstvene sposobnosti clanova posade plovila unutarnje plovidbe";"/ECon/EconReport?entityId=1969";"11.09.2015.";"28.09.2015.";"05.10.2015.";"Izvješca objavljena";"/Documents/List/1969";"/ECon/MainScreen?entityId=1969";"1969"
"Ministarstvo zdravstva";"Savjetovanje o Nacrtu prijedloga Pravilnika o izmjeni Pravilnika o uvjetima za odredivanje podrucja na kojem ce se osnivati ljekarne";"/ECon/EconReport?entityId=1972";"11.09.2015.";"28.09.2015.";"05.10.2015.";"Izvješca objavljena";"/Documents/List/1972";"/ECon/MainScreen?entityId=1972";"1972"
"Središnji državni ured za obnovu i stambeno zbrinjavanje";"savjetovanje o Prijedlogu Zakona o izmijenama i dopunama Zakona o obnovi, s konacnim prijedlogom Zakona";NA;"11.09.2015.";"26.09.2015.";"30.09.2015.";"Ceka odobravanje izvještaja";"/Documents/List/1953";"/ECon/MainScreen?entityId=1953";"1953"
"Ministarstvo zdravstva";"Savjetovanje o Nacrtu prijedloga Zakona o kvaliteti i logistici u zdravstvu";NA;"11.09.2015.";"12.10.2015.";"30.10.2015.";"Zatvoren";"/Documents/List/1955";"/ECon/MainScreen?entityId=1955";"1955"
"Ministarstvo pravosuda";"Savjetovanje o nacrtu Pravilniku o vrsti i visini naknade troškova financijske agencije u predstecajnom postupku i o visini naknade troška financijske agencije za podnošenje prijedloga za otvaranje stecajnog postupka";"/ECon/EconReport?entityId=1958";"11.09.2015.";"21.09.2015.";"28.09.2015.";"Izvješca objavljena";"/Documents/List/1958";"/ECon/MainScreen?entityId=1958";"1958"
"Ministarstvo zdravstva";"Savjetovanje o Nacrtu prijedloga Pravilnika o izmjenama i dopunama Pravilnika o minimalnim uvjetima u pogledu prostora, radnika i medicinsko-tehnicke opreme za obavljanje zdravstvene djelatnosti";"/ECon/EconReport?entityId=1965";"11.09.2015.";"28.09.2015.";"05.10.2015.";"Izvješca objavljena";"/Documents/List/1965";"/ECon/MainScreen?entityId=1965";"1965"
"Ministarstvo pravosuda";"Savjetovanje o nacrtu Pravilnika o polaganju strucnog ispita, obuci i usavršavanju stecajnih upravitelja";"/ECon/EconReport?entityId=1925";"10.09.2015.";"19.09.2015.";"26.09.2015.";"Izvješca objavljena";"/Documents/List/1925";"/ECon/MainScreen?entityId=1925";"1925"
"Ministarstvo pravosuda";"Savjetovanje o nacrtu Pravilnika o pretpostavkama i nacinu izbora stecajnog upravitelja metodom slucajnog odabira";"/ECon/EconReport?entityId=1933";"10.09.2015.";"19.09.2015.";"26.09.2015.";"Izvješca objavljena";"/Documents/List/1933";"/ECon/MainScreen?entityId=1933";"1933"
"Ministarstvo pravosuda";"Savjetovanje o nacrtu Pravilnika o popisu jedinica financijske agencije i podrucja njihove nadležnosti u predstecajnom postupku";"/ECon/EconReport?entityId=1939";"10.09.2015.";"20.09.2015.";"28.09.2015.";"Izvješca objavljena";"/Documents/List/1939";"/ECon/MainScreen?entityId=1939";"1939"
"Ministarstvo zdravstva";"Savjetovanje s  javnošcu i zainteresiranom javnošcu o prijedlogu Zakona o izmjenama i dopunama Zakona o genetski modificiranim organizmima, s konacnim prijedlogom Zakona";"/ECon/EconReport?entityId=1943";"10.09.2015.";"12.10.2015.";"12.11.2015.";"Izvješca objavljena";"/Documents/List/1943";"/ECon/MainScreen?entityId=1943";"1943"
"Ministarstvo financija";"Savjetovanje o nacrtu Pravilnika o sustavu financijskog upravljanja i kontrola te izradi i izvršavanju financijskih planova";"/ECon/EconReport?entityId=1946";"10.09.2015.";"25.09.2015.";"25.10.2015.";"Izvješca objavljena";"/Documents/List/1946";"/ECon/MainScreen?entityId=1946";"1946"
"Ministarstvo zdravstva";"Savjetovanje o Nacrtu prijedloga Pravilnika o izmjenama i dopunama Pravilnika o specijalistickom usavršavanju doktora medicine";"/ECon/EconReport?entityId=1950";"10.09.2015.";"25.09.2015.";"30.09.2015.";"Izvješca objavljena";"/Documents/List/1950";"/ECon/MainScreen?entityId=1950";"1950"
"Ministarstvo uprave";"Prijedlog uredbe o organizacijskim i tehnickim standardima za povezivanje na državnu informacijsku infrastrukturu";"/ECon/EconReport?entityId=1935";"09.09.2015.";"14.09.2015.";"15.09.2015.";"Izvješca objavljena";"/Documents/List/1935";"/ECon/MainScreen?entityId=1935";"1935"
"Ministarstvo državne imovine";"Nacrt prijedloga „Kodeks korporativnog upravljanja trgovackim društvima i drugim pravnim osobama od strateškog i posebnog interesa za Republiku Hrvatsku“";"/ECon/EconReport?entityId=1932";"09.09.2015.";"09.10.2015.";"14.10.2015.";"Izvješca objavljena";"/Documents/List/1932";"/ECon/MainScreen?entityId=1932";"1932"
"Ministarstvo zaštite okoliša i energetike";"JAVNO SAVJETOVANJE O UREDBI O IZMJENAMA  I DOPUNAMA UREDBE O JEDINICNIM NAKNADAMA, KOREKTIVNIM KOEFICIJENTIMA I POBLIŽIM KRITERIJIMA I MJERILIMA ZA UTVRÐIVANJE NAKNADE NA EMISIJU U OKOLIŠ OKSIDA SUMPORA IZRAŽENIH KAO SUMPOROV DIOKSID I OKSIDA DUŠIKA IZRAŽENIH KAO DUŠIKOV DIOKSID";"/ECon/EconReport?entityId=1912";"09.09.2015.";"08.10.2015.";"30.10.2015.";"Izvješca objavljena";"/Documents/List/1912";"/ECon/MainScreen?entityId=1912";"1912"
"Ministarstvo financija";"Javno savjetovanje o Nacrtu prijedloga Pravilnika o programu izobrazbe, uvjetima i nacinu polaganja ispita za stjecanje zvanja ovlaštenoga unutarnjeg revizora za javni sektor";"/ECon/EconReport?entityId=1917";"09.09.2015.";"30.09.2015.";"30.10.2015.";"Izvješca objavljena";"/Documents/List/1917";"/ECon/MainScreen?entityId=1917";"1917"
"Ministarstvo mora, prometa i infrastrukture";"Javno savjetovanje o Nacrtu Pravilnika o nacinu osiguravanja prometa na željeznicko-cestovnim prijelazima i pješackim prijelazima preko pruge";"/ECon/EconReport?entityId=1903";"08.09.2015.";"23.09.2015.";"23.10.2015.";"Izvješca objavljena";"/Documents/List/1903";"/ECon/MainScreen?entityId=1903";"1903"
"Ministarstvo zdravstva";"Savjetovanje o Nacrtu prijedloga Pravilnika o izmjenama i dopunama Pravilnika o mjerilima za razvrstavanje lijekova te o propisivanju i izdavanju lijekova na recept";"/ECon/EconReport?entityId=1906";"08.09.2015.";"23.09.2015.";"28.09.2015.";"Izvješca objavljena";"/Documents/List/1906";"/ECon/MainScreen?entityId=1906";"1906"
"Ministarstvo zdravstva";"Savjetovanje o Nacrtu prijedloga Pravilnika o mjerilima za davanje odobrenja zdravstvenom radniku za sklapanje poslova iz djelatnosti poslodavca";"/ECon/EconReport?entityId=1909";"08.09.2015.";"23.09.2015.";"28.09.2015.";"Izvješca objavljena";"/Documents/List/1909";"/ECon/MainScreen?entityId=1909";"1909"
"Ministarstvo rada i mirovinskoga sustava";"Savjetovanje o Pravilniku o radnom vremenu, odmorima i dopustima radnika  na pomorskim ribarskim plovilima";"/ECon/EconReport?entityId=1889";"07.09.2015.";"22.09.2015.";"01.10.2015.";"Izvješca objavljena";"/Documents/List/1889";"/ECon/MainScreen?entityId=1889";"1889"
"Ministarstvo rada i mirovinskoga sustava";"Savjetovanje o Pravilniku o nacinu izbora miritelja i provodenju postupka mirenja u kolektivnim radnim sporovima";"/ECon/EconReport?entityId=1892";"07.09.2015.";"22.09.2015.";"01.10.2015.";"Izvješca objavljena";"/Documents/List/1892";"/ECon/MainScreen?entityId=1892";"1892"
"Ministarstvo rada i mirovinskoga sustava";"Savjetovanje o Pravilniku o nacinu izbora arbitra i provodenju postupka arbitraže";NA;"07.09.2015.";"22.09.2015.";"01.10.2015.";"Zatvoren";"/Documents/List/1894";"/ECon/MainScreen?entityId=1894";"1894"
"Ministarstvo zdravstva";"Javna rasprava o Nacrtu prijedloga izmjena i dopuna Mreže javne zdravstvene službe";"/ECon/EconReport?entityId=1896";"07.09.2015.";"07.10.2015.";"12.10.2015.";"Izvješca objavljena";"/Documents/List/1896";"/ECon/MainScreen?entityId=1896";"1896"
"Ministarstvo rada i mirovinskoga sustava";"Savjetovanje o Pravilniku o sadržaju, nacinu i roku dostave statistickih podataka o privremenom obavljanju poslova";"/ECon/EconReport?entityId=1898";"07.09.2015.";"22.09.2015.";"01.10.2015.";"Izvješca objavljena";"/Documents/List/1898";"/ECon/MainScreen?entityId=1898";"1898"
"Državni zavod za intelektualno vlasništvo";"Savjetovanje o nacrtu prijedloga Iskaza o procjeni ucinaka propisa za Zakon o izmjenama i dopunama Zakona o autorskom pravu i srodnim pravima";"/ECon/EconReport?entityId=1868";"04.09.2015.";"04.10.2015.";"12.10.2015.";"Izvješca objavljena";"/Documents/List/1868";"/ECon/MainScreen?entityId=1868";"1868"
"Ministarstvo mora, prometa i infrastrukture";"Javno savjetovanje o Nacrtu Pravilnika o uvjetima za odredivanje križanja željeznicke pruge i drugih prometnica";"/ECon/EconReport?entityId=1885";"04.09.2015.";"20.09.2015.";"20.10.2015.";"Izvješca objavljena";"/Documents/List/1885";"/ECon/MainScreen?entityId=1885";"1885"
"Ministarstvo kulture";"Nacrt Strategije hrvatskog knjižnicarstva 2016. – 2020.";"/ECon/EconReport?entityId=1850";"01.09.2015.";"01.10.2015.";"02.11.2015.";"Izvješca objavljena";"/Documents/List/1850";"/ECon/MainScreen?entityId=1850";"1850"
"Ministarstvo uprave";"Nacrt prijedloga zakona o izmjenama i dopunama Zakona o podrucjima županija, gradova i opcina u Republici Hrvatskoj";"/ECon/EconReport?entityId=1856";"31.08.2015.";"15.09.2015.";"30.09.2015.";"Izvješca objavljena";"/Documents/List/1856";"/ECon/MainScreen?entityId=1856";"1856"
"Ministarstvo mora, prometa i infrastrukture";"Javno savjetovanje o Uredbi o jedinstvenom sucelju za formalnosti u pomorskom prometu";"/ECon/EconReport?entityId=1859";"31.08.2015.";"15.09.2015.";"01.10.2015.";"Izvješca objavljena";"/Documents/List/1859";"/ECon/MainScreen?entityId=1859";"1859"
"Ministarstvo mora, prometa i infrastrukture";"Javno savjetovanje o Uredbi o nacinu i uvjetima za obavljanje sigurnosnih istraga pomorskih nesreca i nezgoda";"/ECon/EconReport?entityId=1861";"31.08.2015.";"15.09.2015.";"01.10.2015.";"Izvješca objavljena";"/Documents/List/1861";"/ECon/MainScreen?entityId=1861";"1861"
"Ministarstvo zaštite okoliša i energetike";"Pravilnik o gradevnom otpadu i otpadu koji sadrži azbest";"/ECon/EconReport?entityId=1831";"31.08.2015.";"30.09.2015.";"15.10.2015.";"Izvješca objavljena";"/Documents/List/1831";"/ECon/MainScreen?entityId=1831";"1831"
"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku";"Javno savjetovanje o Nacrtu prijedloga zakona o djelatnosti psihoterapije s Konacnim prijedlogom zakona";"/ECon/EconReport?entityId=1852";"28.08.2015.";"18.09.2015.";"19.10.2015.";"Izvješca objavljena";"/Documents/List/1852";"/ECon/MainScreen?entityId=1852";"1852"
"Ministarstvo zaštite okoliša i energetike";"Javno savjetovanje o Prijedlogu uredbe o izmjenama i dopunama Uredbe o sprjecavanju velikih nesreca koje ukljucuju opasne tvari";"/ECon/EconReport?entityId=1630";"28.08.2015.";"28.09.2015.";"15.10.2015.";"Izvješca objavljena";"/Documents/List/1630";"/ECon/MainScreen?entityId=1630";"1630"
"Ministarstvo uprave";"Savjetovanje sa zainteresiranom javnošcu za Prijedlog zakona o dopunama Zakona o registru biraca, s Konacnim prijedlogom zakona";"/ECon/EconReport?entityId=1847";"24.08.2015.";"02.09.2015.";"03.09.2015.";"Izvješca objavljena";"/Documents/List/1847";"/ECon/MainScreen?entityId=1847";"1847"
"Ministarstvo gospodarstva";"Konacni prijedlog Zakona o izmjenama i dopunama Zakona o inspekcijama u gospodarstvu";"/ECon/EconReport?entityId=1845";"21.08.2015.";"07.09.2015.";"07.09.2015.";"Izvješca objavljena";"/Documents/List/1845";"/ECon/MainScreen?entityId=1845";"1845"
"Ministarstvo pravosuda";"Savjetovanje o nacrtu Pravilnika o visini nagrade i naknadi troškova javnog bilježnika kao povjerenika suda u postupku za izdavanje, ispravak, izmjenu, opoziv ili privremenu obustavu europske potvrde o nasljedivanju";"/ECon/EconReport?entityId=1842";"20.08.2015.";"04.09.2015.";"18.09.2015.";"Izvješca objavljena";"/Documents/List/1842";"/ECon/MainScreen?entityId=1842";"1842"
"Ministarstvo pravosuda";"Savjetovanje o nacrtu Pravilnika o utvrdivanju lista stecajnih upravitelja";"/ECon/EconReport?entityId=1837";"19.08.2015.";"27.08.2015.";"31.08.2015.";"Izvješca objavljena";"/Documents/List/1837";"/ECon/MainScreen?entityId=1837";"1837"
"Ministarstvo mora, prometa i infrastrukture";"Javno savjetovanje o Nacrtu prijedloga Pravilnika o željeznickim vozilima";"/ECon/EconReport?entityId=1827";"18.08.2015.";"04.09.2015.";"04.10.2015.";"Izvješca objavljena";"/Documents/List/1827";"/ECon/MainScreen?entityId=1827";"1827"
"Ministarstvo kulture";"Nacrt Pravilnika o izmjeni i dopuni Pravilnika o zaštiti i cuvanju arhivskog i registraturnog gradiva izvan arhiva";"/ECon/EconReport?entityId=1825";"17.08.2015.";"01.09.2015.";"01.10.2015.";"Izvješca objavljena";"/Documents/List/1825";"/ECon/MainScreen?entityId=1825";"1825"
"Ministarstvo gospodarstva";"Savjetovanje sa zainteresiranom javnošcu o Prijedlogu Uredbe o postupku službenog obavješcivanja o tehnickim propisima i propisima o uslugama informacijskog društva";"/ECon/EconReport?entityId=1817";"10.08.2015.";"01.09.2015.";"07.09.2015.";"Izvješca objavljena";"/Documents/List/1817";"/ECon/MainScreen?entityId=1817";"1817"
"Ministarstvo mora, prometa i infrastrukture";"Javno savjetovanje o Strateškoj studiji utjecaja na okoliš za Strategiju razvoja širokopojasnog pristupa u Republici Hrvatskoj u razdoblju od 2016. do 2020. godine i pratece programe ONP i NP-BBI";"/ECon/EconReport?entityId=1810";"07.08.2015.";"07.09.2015.";"07.10.2015.";"Izvješca objavljena";"/Documents/List/1810";"/ECon/MainScreen?entityId=1810";"1810"
"Ministarstvo gospodarstva";"Savjetovanje o Nacrtu prijedloga Zakona o poticanju ulaganja";"/ECon/EconReport?entityId=1803";"04.08.2015.";"24.08.2015.";"07.09.2015.";"Izvješca objavljena";"/Documents/List/1803";"/ECon/MainScreen?entityId=1803";"1803"
"Ministarstvo zaštite okoliša i energetike";"PRAVILNIK O IZMJENAMA I DOPUNAMA PRAVILNIKA O GOSPODARENJU OTPADOM";"/ECon/EconReport?entityId=1806";"04.08.2015.";"04.09.2015.";"30.09.2015.";"Izvješca objavljena";"/Documents/List/1806";"/ECon/MainScreen?entityId=1806";"1806"
"Ured za suzbijanje zlouporabe droga Vlade Republike Hrvatske";"Savjetovanje o Nacrtu Nacionalnog programa prevencije ovisnosti za djecu i mlade u odgojno-obrazovnom sustavu, te djecu i mlade u sustavu socijalne skrbi za razdoblje od 2015. do 2017. godine";"/ECon/EconReport?entityId=1808";"04.08.2015.";"04.09.2015.";"04.09.2015.";"Izvješca objavljena";"/Documents/List/1808";"/ECon/MainScreen?entityId=1808";"1808"
"Ministarstvo zaštite okoliša i energetike";"Pravilnik o uzajamnoj razmjeni informacija i izvješcivanju o kvaliteti zraka i obvezama za provedbu Odluke Komisije 2011/850/EU";"/ECon/EconReport?entityId=1798";"03.08.2015.";"03.09.2015.";"25.09.2015.";"Izvješca objavljena";"/Documents/List/1798";"/ECon/MainScreen?entityId=1798";"1798"
"Ministarstvo zaštite okoliša i energetike";"Pravilnik o gospodarenju otpadnim vozilima";"/ECon/EconReport?entityId=1748";"31.07.2015.";"30.08.2015.";"30.09.2015.";"Izvješca objavljena";"/Documents/List/1748";"/ECon/MainScreen?entityId=1748";"1748"
"Ministarstvo zaštite okoliša i energetike";"Uredba o gospodarenju otpadnim vozilima";"/ECon/EconReport?entityId=1750";"31.07.2015.";"30.08.2015.";"30.09.2015.";"Izvješca objavljena";"/Documents/List/1750";"/ECon/MainScreen?entityId=1750";"1750"
"Ministarstvo financija";"Javno savjetovanje o Nacrtu prijedloga Zakona o izmjenama i dopunama Zakona o financiranju jedinica lokalne i podrucne (regionalne) samouprave";"/ECon/EconReport?entityId=1767";"31.07.2015.";"31.08.2015.";"01.10.2015.";"Izvješca objavljena";"/Documents/List/1767";"/ECon/MainScreen?entityId=1767";"1767"
"Ministarstvo regionalnog razvoja i fondova Europske unije";"Prijedlog Pravilnika o nacinu i kriterijima za provedbu postupka akreditacije regionalnih koordinatora";"/ECon/EconReport?entityId=1769";"31.07.2015.";"31.08.2015.";"30.09.2015.";"Izvješca objavljena";"/Documents/List/1769";"/ECon/MainScreen?entityId=1769";"1769"
"Ministarstvo regionalnog razvoja i fondova Europske unije";"Prijedlog pravilnika o ustrojavanju, sadržaju i nacinu vodenja Središnje elektronicke baze razvojnih projekata i razvojnih pokazatelja";"/ECon/EconReport?entityId=1773";"31.07.2015.";"31.08.2015.";"30.09.2015.";"Izvješca objavljena";"/Documents/List/1773";"/ECon/MainScreen?entityId=1773";"1773"
"Ministarstvo regionalnog razvoja i fondova Europske unije";"Prijedlog Pravilnika o upisniku regionalnih koordinatora i lokalnih razvojnih agencija";"/ECon/EconReport?entityId=1775";"31.07.2015.";"31.08.2015.";"30.09.2015.";"Izvješca objavljena";"/Documents/List/1775";"/ECon/MainScreen?entityId=1775";"1775"
"Ministarstvo regionalnog razvoja i fondova Europske unije";"Prijedlog Uredbe o osnivanju, sastavu, djelokrugu i nacinu rada partnerskih vijeca";"/ECon/EconReport?entityId=1777";"31.07.2015.";"31.08.2015.";"30.09.2015.";"Izvješca objavljena";"/Documents/List/1777";"/ECon/MainScreen?entityId=1777";"1777"
"Ministarstvo regionalnog razvoja i fondova Europske unije";"Prijedlog smjernica za izradu županijskih razvojnih strategija, njihovu provedbu i vrednovanje";"/ECon/EconReport?entityId=1780";"31.07.2015.";"31.08.2015.";"30.09.2015.";"Izvješca objavljena";"/Documents/List/1780";"/ECon/MainScreen?entityId=1780";"1780"
"Ministarstvo regionalnog razvoja i fondova Europske unije";"Prijedlog pravilnika o postupku i metodologiji vrednovanja politike regionalnoga razvoja";"/ECon/EconReport?entityId=1784";"31.07.2015.";"31.08.2015.";"30.09.2015.";"Izvješca objavljena";"/Documents/List/1784";"/ECon/MainScreen?entityId=1784";"1784"
"Ministarstvo financija";"Prijedlog Zakona o zakladi carinske solidarnosti";"/ECon/EconReport?entityId=1789";"31.07.2015.";"31.08.2015.";"30.09.2015.";"Izvješca objavljena";"/Documents/List/1789";"/ECon/MainScreen?entityId=1789";"1789"
"Ministarstvo zdravstva";"Savjetovanje s zainteresiranom javnošcu o prijedlogu Pravilnika o izmjenama i dopunama Pravilnika o parametrima sukladnosti i metodama analize vode za ljudsku potrošnju";"/ECon/EconReport?entityId=1760";"30.07.2015.";"31.08.2015.";"30.09.2015.";"Izvješca objavljena";"/Documents/List/1760";"/ECon/MainScreen?entityId=1760";"1760"
"Ministarstvo zdravstva";"Javno savjetovanje o prijedlogu Zakona o ogranicavanju uporabe duhanskih proizvoda, s konacnim prijedlogom zakona";"/ECon/EconReport?entityId=1763";"30.07.2015.";"31.08.2015.";"30.09.2015.";"Izvješca objavljena";"/Documents/List/1763";"/ECon/MainScreen?entityId=1763";"1763"
"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku";"Nacrt prijedloga Zakona o izmjenama i dopunama Zakona o socijalnoj skrbi, s Konacnim prijedlogom zakona";"/ECon/EconReport?entityId=1752";"29.07.2015.";"27.08.2015.";"27.10.2015.";"Izvješca objavljena";"/Documents/List/1752";"/ECon/MainScreen?entityId=1752";"1752"
"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku";"Javno savjetovanje o Nacrtu prijedloga Pravilnika o sadržaju izvješca o obavljenim uslugama ili aktivnostima organizatora volontiranja";"/ECon/EconReport?entityId=1754";"29.07.2015.";"13.08.2015.";"30.09.2015.";"Izvješca objavljena";"/Documents/List/1754";"/ECon/MainScreen?entityId=1754";"1754"
"Ministarstvo gospodarstva";"Savjetovanje o Prijedlogu nacrta Zakona o alternativnom rješavanju potrošackih sporova";"/ECon/EconReport?entityId=1739";"28.07.2015.";"19.08.2015.";"31.08.2015.";"Izvješca objavljena";"/Documents/List/1739";"/ECon/MainScreen?entityId=1739";"1739"
